event_cause,latitude,longitude,priority,requires_road_closure,duration_min
vehicle_breakdown,12.944928,77.6026878,Low,0,39.133124849999994
vehicle_breakdown,13.0459326,77.7502339,Low,1,17.2937739
vehicle_breakdown,12.9559519,77.716416,High,0,122.43185746666667
others,13.0423044,77.514709,High,0,243.29029311666667
water_logging,12.9677335,77.5744926,High,0,6592.442654816667
vehicle_breakdown,12.9758821,77.5868134,Low,0,13.885744066666666
water_logging,12.9423948,77.6225743,Low,0,165.4671482
vehicle_breakdown,13.043501,77.5573519,High,0,9.381939516666668
tree_fall,12.9992886,77.5838117,High,1,971.1941217166666
vehicle_breakdown,12.9138731,77.5670625,High,0,84.86862455
construction,13.0531027,77.6459625,Low,0,3954.1524874666666
tree_fall,13.0278723,77.5715932,Low,1,63.69129203333333
tree_fall,12.9707873,77.5762439,Low,0,412.24392695
construction,13.0481768,77.6453207,Low,0,1464.6774282000001
others,12.92490766,77.61830594,High,1,112.07313198333333
vehicle_breakdown,13.0457526,77.5056862,High,0,29.151570016666668
vehicle_breakdown,12.9594033,77.5556832,High,0,22.22487305
vehicle_breakdown,12.9960828,77.6680963,High,0,36.730649516666666
accident,13.0569168,77.593818,High,0,47.199177299999995
water_logging,13.0003793,77.757606,Low,0,7424.366825533333
tree_fall,12.9688404,77.5683589,Low,1,4073.313846416667
water_logging,12.9250928,77.6088219,Low,0,5552.9631245166665
tree_fall,12.9624773,77.5947208,High,0,829.2974442333333
water_logging,12.9074813,77.6282437,High,0,2847.0369545333333
water_logging,12.9593768,77.5558983,High,0,6570.558955500001
accident,13.0471325,77.5008633,Low,0,8.980089583333333
water_logging,12.9059699,77.5760239,High,0,1218.6891324166668
water_logging,12.9634816,77.641566,High,0,93.40865363333334
water_logging,12.9849591,77.6915765,High,0,30.67920825
water_logging,12.9675007,77.5743111,High,1,177.56342588333334
water_logging,13.0000641,77.6861318,Low,0,3898.6085132
others,13.0979853,77.5669184,Low,0,1291.4888951166665
tree_fall,12.9238584,77.5532339,High,0,66.95399586666666
tree_fall,12.9641312,77.6261077,Low,1,1114.93334045
vehicle_breakdown,12.9957307,77.5506997,High,0,72.65351976666668
vehicle_breakdown,12.9528787,77.5416099,High,0,8.7606476
water_logging,12.980744,77.6221619,Low,1,2421.883144183333
water_logging,13.0098571,77.5907168,Low,0,188.00503193333333
tree_fall,12.9884899,77.6175216,Low,0,18.082762549999998
vehicle_breakdown,12.8893035,77.5976747,High,0,146.04922566666667
water_logging,12.9754581,77.574901,Low,0,41.48510733333333
water_logging,13.0203745,77.583989,High,0,3886.3786027166666
vehicle_breakdown,13.0891773,77.5961725,High,0,14.264672216666666
vehicle_breakdown,13.0409067,77.5172818,High,0,108.20570536666668
tree_fall,12.9436885,77.574042,Low,1,2904.7070553500002
water_logging,13.0488973,77.4967967,Low,1,71.25115430000001
water_logging,12.9704729,77.6102571,Low,1,149.96828003333334
tree_fall,13.0305585,77.5159596,Low,0,914.0249496
water_logging,12.9944876,77.6180296,Low,0,72.15094443333334
water_logging,12.9744687,77.6110393,High,1,201.7505084166667
tree_fall,13.0260264,77.5443445,High,0,933.8846359333334
water_logging,12.905864,77.5857619,High,0,1190.4635745833334
vehicle_breakdown,12.9711709,77.6054721,High,0,1.7176543333333332
water_logging,12.9061244,77.5855252,High,0,118.58968551666666
tree_fall,13.0300746,77.5630008,Low,1,220.28841453333334
water_logging,12.9903598,77.5886553,High,0,42.345254966666666
vehicle_breakdown,12.9167151,77.5980396,High,0,108.71099421666666
vehicle_breakdown,12.9711709,77.6054721,High,0,93.48512965
water_logging,12.9217293,77.6602295,High,0,8507.797322316666
vehicle_breakdown,12.9995975,77.6196896,Low,0,7.642841166666667
vehicle_breakdown,13.0957443,77.5978159,High,0,151.79433328333334
vehicle_breakdown,12.9217905,77.6615907,High,0,16.044057783333333
vehicle_breakdown,12.8398702,77.6769264,Low,0,29.089931583333335
vehicle_breakdown,12.8770527,77.5951565,High,0,34.15102665
vehicle_breakdown,13.0224187,77.5509157,High,0,91.52639778333334
others,13.1028901,77.5855105,Low,0,2163.54553765
tree_fall,12.9827246,77.5920638,High,0,6519.827883249999
vehicle_breakdown,12.9706314,77.6048719,High,0,35.252319033333336
water_logging,12.904964,77.6018304,High,0,1.26526015
vehicle_breakdown,13.0174925,77.553745,High,0,6.159646333333333
tree_fall,12.910431,77.5840122,Low,0,1173.6232398833333
water_logging,12.9049931,77.6018334,High,0,2294.902803066667
others,12.974343,77.5512833,High,1,39.91002743333333
water_logging,13.0100505,77.6977888,Low,0,282.94748196666666
water_logging,13.0064569,77.5788985,Low,0,1785.8880387
others,13.0348473,77.5297881,High,0,61.567407450000005
vehicle_breakdown,12.9863734,77.5887026,High,1,36.67477173333334
water_logging,12.9765849,77.5886901,Low,0,2863.879304833333
others,12.95398815,77.54367565,High,0,16.937478916666667
vehicle_breakdown,12.9769023,77.6092478,High,0,41.53308571666666
tree_fall,12.9354043,77.5848702,Low,1,76.98202371666666
water_logging,12.9160634,77.6353392,High,0,759.0033270166666
tree_fall,12.9389375,77.5926618,Low,0,75.3254728
vehicle_breakdown,13.0082372,77.6931779,Low,0,133.49633208333333
tree_fall,12.9973855,77.6103509,Low,1,8604.974344016668
vehicle_breakdown,12.9453543,77.5279203,High,0,32.21089145
water_logging,12.9562512,77.5193834,Low,0,2055.8126417666667
vehicle_breakdown,12.9884485,77.4728568,Low,0,9.313865683333335
vehicle_breakdown,12.9583632,77.6060684,High,0,133.745803
vehicle_breakdown,12.9294111,77.5860606,Low,0,18.826966283333334
tree_fall,12.9207234,77.5860068,Low,1,1414.7297125500002
tree_fall,12.9978214,77.6093606,Low,1,8590.158413066667
vehicle_breakdown,13.099816,77.5888555,Low,0,23.6800304
vehicle_breakdown,12.9913384,77.5856459,High,0,12.157235616666666
vehicle_breakdown,12.9621583,77.62924,Low,0,162.0998554
vehicle_breakdown,12.9564431,77.7316906,High,0,9.947234283333334
tree_fall,12.9391583,77.5800661,Low,0,2809.7633005666667
vehicle_breakdown,12.8976817,77.6347539,High,0,21.60461613333333
vehicle_breakdown,13.0294213,77.5393424,High,0,18.087688816666667
road_conditions,13.0053494,77.6853525,Low,0,625.0678506666667
water_logging,13.0008955,77.6813134,High,0,9742.5049553
vehicle_breakdown,13.004658,77.7100041,Low,0,43.03527413333334
vehicle_breakdown,12.9756394,77.5874884,Low,0,79.89617193333333
others,13.0004162,77.6773609,High,0,91.73039343333333
vehicle_breakdown,12.96612624,77.53547582,High,0,26.33293743333333
vehicle_breakdown,12.9684536,77.7015652,High,0,21.892671399999998
pot_holes,12.9627818,77.6283423,Low,0,4714.33184145
construction,12.9379245,77.7464862,Low,0,2926.57525605
vehicle_breakdown,12.9162014,77.6326542,High,0,15.380214683333332
vehicle_breakdown,13.0193283,77.7087117,Low,0,24.384054283333334
construction,13.0041957,77.7569011,Low,0,5149.374220950001
water_logging,12.9766207,77.5992578,High,0,34.37859473333333
vehicle_breakdown,12.9370382,77.6266992,High,0,19.590632416666665
water_logging,12.9766094,77.6017677,High,0,48.38724398333333
water_logging,13.010229,77.6980676,Low,0,171.4411991
water_logging,13.0089596,77.5488656,High,0,79.3147058
water_logging,12.9639847,77.581597,High,1,106.8736322
water_logging,12.9640463,77.5817789,High,1,77.6084918
water_logging,12.9931441,77.5958339,Low,0,389.9546150833333
water_logging,12.967788,77.5745468,High,0,25.367189333333332
water_logging,13.01464435,77.58385933,High,0,38.08992445
water_logging,13.0034026,77.5839578,High,0,47.5818911
tree_fall,13.0089012,77.5489998,High,0,72.68515286666667
water_logging,12.9987856,77.5839664,High,0,4022.929784933333
water_logging,12.9881078,77.5775497,Low,0,230.7993599
water_logging,12.9682004,77.5678526,Low,0,24.846647383333334
accident,12.9619521,77.5123293,Low,0,42.8945817
water_logging,13.0064763,77.5789771,Low,0,57.1615183
water_logging,12.9708832,77.6047263,High,0,324.67876015
water_logging,13.0240532,77.6431852,High,0,984.9738974833333
water_logging,13.0240615,77.6432044,High,0,997.1460983833333
tree_fall,13.022868,77.6396443,High,0,191.90470683333334
tree_fall,12.9872808,77.5187908,High,0,9.963474483333332
tree_fall,13.00129,77.6188442,High,1,18.271439616666665
tree_fall,13.0611979,77.5763089,Low,1,81.05660200000001
water_logging,13.0197254,77.5525224,High,0,1345.3929395666667
tree_fall,13.0045716,77.5607559,Low,0,4383.935256866666
road_conditions,13.0937436,77.5969989,High,1,58.722754933333334
pot_holes,13.0432139,77.5990018,High,0,135.51806013333334
water_logging,13.040345,77.55721,Low,0,2860.77638925
vehicle_breakdown,13.0199917,77.7093317,Low,0,6.703687566666667
vehicle_breakdown,13.0426282,77.6108847,High,0,100.7026763
vehicle_breakdown,12.9900517,77.5048161,High,0,46.057772066666665
others,12.9212016,77.5602316,High,0,36.40983923333333
vehicle_breakdown,12.9202917,77.6207772,High,0,82.93424305
vehicle_breakdown,12.919537,77.542205,Low,0,84.77698231666666
water_logging,13.04331,77.561475,High,0,2790.3985524
vehicle_breakdown,12.9630608,77.7023872,High,0,25.358829383333333
vehicle_breakdown,12.9962958,77.6687511,High,0,124.40155733333333
others,13.0098341,77.5837043,High,0,4837.147761283334
vehicle_breakdown,13.0267683,77.54354,High,0,5.308476433333333
water_logging,12.9963473,77.5959367,Low,0,230.06940948333335
tree_fall,13.0101364,77.5830106,High,0,115.15186836666666
vehicle_breakdown,12.9629289,77.5953757,High,0,25.9249495
vehicle_breakdown,12.9288692,77.545287,High,0,73.03041763333334
tree_fall,12.940721,77.5737328,Low,1,173.99265736666666
vehicle_breakdown,12.9993363,77.5841717,High,0,16.297705333333333
vehicle_breakdown,12.9662054,77.586928,High,0,6.283415033333333
vehicle_breakdown,12.9363838,77.5177104,High,0,59.30142481666667
vehicle_breakdown,12.9726557,77.6987243,High,0,33.80299288333333
others,13.0146323,77.5705952,Low,0,88.10845821666666
vehicle_breakdown,12.9218972,77.6681657,High,0,64.20612750000001
vehicle_breakdown,13.0066883,77.7572817,Low,0,11.605493183333333
vehicle_breakdown,13.0144606,77.583683,High,0,6.5536546666666675
others,12.974347,77.578087,Low,0,17.946091666666668
vehicle_breakdown,13.1211366,77.6100947,High,0,21.91443695
vehicle_breakdown,13.0142433,77.6618833,High,0,35.82966003333333
vehicle_breakdown,12.9966828,77.5848333,High,0,23.154083816666667
pot_holes,12.9544642,77.7005552,High,0,1484.1286093333333
vehicle_breakdown,12.9725013,77.6196495,High,0,13.457770483333332
vehicle_breakdown,12.9879573,77.5742432,Low,0,51.76279426666667
vehicle_breakdown,12.9276054,77.6210679,High,0,18.787546516666666
vehicle_breakdown,12.9800149,77.602535,High,0,44.654022250000004
vehicle_breakdown,12.94095523,77.696044,High,0,76.91394981666667
vehicle_breakdown,12.9622461,77.5939491,Low,0,16.368508033333335
vehicle_breakdown,12.966984,77.5949181,High,0,17.55729665
others,12.9852301,77.5564059,Low,1,51.695509916666666
vehicle_breakdown,13.0454067,77.5565583,High,0,23.54380595
vehicle_breakdown,12.92194178,77.62088254,High,0,65.48031155
vehicle_breakdown,12.9316275,77.5802615,Low,0,66.91385481666667
others,12.9458378,77.5953888,Low,0,9.63680495
vehicle_breakdown,12.9432779,77.6977361,High,0,30.901282016666666
vehicle_breakdown,12.9841504,77.6417045,High,0,36.214431233333336
vehicle_breakdown,13.0294384,77.5386352,High,0,49.94344546666667
pot_holes,12.9425141,77.7471162,Low,0,19.206614733333332
tree_fall,12.9882051,77.6176248,Low,1,59.84010705
vehicle_breakdown,12.9137215,77.6250785,High,0,99.30421715000001
pot_holes,12.9424871,77.7470398,Low,0,17.4932504
pot_holes,12.9425049,77.7472962,Low,0,14.928576566666667
pot_holes,12.9425308,77.747149,Low,0,15.4770977
pot_holes,12.9424619,77.7469973,Low,0,16.411283
pot_holes,12.9424407,77.7470255,Low,0,16.9942509
pot_holes,12.9425058,77.7471265,Low,0,18.3650141
pot_holes,12.9424843,77.7473385,Low,0,14.3002825
pot_holes,12.9424784,77.7475339,Low,0,12.506670883333333
pot_holes,12.9425514,77.7477548,Low,0,13.0632383
pot_holes,12.9419498,77.7471295,Low,0,9.021900033333333
pot_holes,12.9423461,77.7471126,Low,0,9.87261625
vehicle_breakdown,13.0264,77.544019,High,0,47.03375918333334
vehicle_breakdown,12.9170038,77.5843604,Low,0,129.54430614999998
vehicle_breakdown,13.184156,77.5666322,High,0,61.873340950000006
vehicle_breakdown,12.9589527,77.5744505,Low,0,30.303397416666666
vehicle_breakdown,13.0259938,77.544893,High,0,45.28342463333333
tree_fall,13.0197186,77.618829,Low,1,5696.365478299999
vehicle_breakdown,12.93919495,77.69506138,High,0,18.49158505
tree_fall,12.9821964,77.6459164,Low,1,123.11069673333333
tree_fall,13.0197506,77.65293,High,0,27.822454966666665
vehicle_breakdown,13.0567941,77.5469099,Low,0,29.09114751666667
tree_fall,13.004089,77.6194467,High,0,55.80160463333333
vehicle_breakdown,12.9160679,77.6329851,High,0,147.82595933333332
vehicle_breakdown,13.014328,77.5540398,High,0,27.245910016666667
water_logging,12.9951469,77.6660306,High,0,80.64387239999999
vehicle_breakdown,12.9600223,77.6477107,High,0,118.12879753333333
water_logging,12.9811828,77.5701397,Low,0,831.3955135166667
water_logging,12.9612667,77.63171,Low,0,2397.0427186
water_logging,12.9634616,77.5675385,High,1,6867.212884783334
vehicle_breakdown,12.9873868,77.4925369,High,0,32.77034728333334
vehicle_breakdown,12.9900932,77.5037765,High,0,43.28897356666666
tree_fall,12.9671343,77.6078962,High,1,185.27675816666667
water_logging,12.999828,77.6868586,Low,0,7171.72163575
others,12.9768137,77.6966098,High,0,52.82519771666667
water_logging,12.9541386,77.5853718,Low,0,33.98230143333333
tree_fall,12.9465649,77.5974362,Low,0,62.629011799999994
tree_fall,12.9998653,77.550901,High,0,2.361166116666667
water_logging,12.9642667,77.5803218,High,0,841.5602696333333
water_logging,12.9561953,77.5921601,Low,0,31.003522133333334
tree_fall,12.96147,77.5842333,High,1,2161.8970669833334
water_logging,12.968377,77.5747477,Low,1,6522.521589333333
water_logging,12.955158,77.591999,Low,0,0.9927395166666667
water_logging,12.955158,77.591999,Low,0,70.98094761666667
congestion,12.9622836,77.5937712,Low,0,1.9894772
water_logging,12.9410827,77.5799627,Low,0,846.7670525833333
congestion,12.9622836,77.5937712,Low,0,125.9162801
vehicle_breakdown,13.0208962,77.7111378,Low,0,108.5029804
vehicle_breakdown,12.9945937,77.5851751,High,0,27.2819623
water_logging,13.0101155,77.6976101,Low,0,81.68219065
accident,12.8928009,77.4796977,Low,1,28.093455249999998
vehicle_breakdown,12.9563631,77.5773428,Low,0,23.377118366666664
construction,12.96877944,77.70122799,High,0,397.89829058333333
road_conditions,12.9612896,77.5866306,High,1,3223.2303516666666
road_conditions,12.9845977,77.5879019,High,0,7791.301535483333
vehicle_breakdown,12.9793531,77.5854569,Low,0,57.63663505
accident,13.0179142,77.5594838,High,0,62.21196405
tree_fall,12.9678065,77.6529808,Low,0,486.97046405000003
vehicle_breakdown,12.9292202,77.6152975,High,0,46.13815655
others,12.9463182,77.6025017,Low,0,57.6405702
vehicle_breakdown,12.9869407,77.5888485,High,0,115.88590868333334
vehicle_breakdown,13.0205131,77.552269,High,0,105.8915411
tree_fall,13.0015752,77.6121596,Low,0,40.36682893333333
tree_fall,13.0010026,77.6122223,Low,1,29.77319076666667
vehicle_breakdown,12.9860425,77.5895725,High,0,10.81146455
vehicle_breakdown,12.9380883,77.5986283,High,0,79.09793438333332
vehicle_breakdown,12.9240195,77.5534081,High,0,15.052173633333332
pot_holes,12.9714742,77.6193579,High,0,9236.96378575
vehicle_breakdown,12.97276155,77.69877413,High,0,27.418236333333333
vehicle_breakdown,12.9270796,77.6791784,High,0,30.649880516666666
vehicle_breakdown,12.9574414,77.503195,Low,1,50.121874866666666
vehicle_breakdown,12.9757515,77.5621464,High,0,60.88455116666667
vehicle_breakdown,13.0269771,77.6204275,Low,0,32.11716358333334
vehicle_breakdown,12.9841489,77.6490274,High,0,18.52816173333333
others,13.0365821,77.5893887,High,0,1273.2366011333334
vehicle_breakdown,12.9801396,77.6139775,Low,0,40.622727166666664
vehicle_breakdown,12.92182185,77.62106024,High,0,107.0100683
vehicle_breakdown,12.9292336,77.564136,Low,0,45.149276816666664
tree_fall,13.0390583,77.5627367,Low,1,107.3134921
vehicle_breakdown,12.9517469,77.5902794,Low,0,6.343955466666667
vehicle_breakdown,12.9531369,77.5417503,High,0,97.06916886666666
pot_holes,12.9054626,77.5850476,High,0,109.25430580000001
vehicle_breakdown,12.9414237,77.5975231,Low,1,16.730086149999998
vehicle_breakdown,13.0002572,77.6109204,Low,0,109.45861035
tree_fall,13.000017,77.5516663,High,0,3476.3552569333333
pot_holes,12.98109,77.5703733,Low,0,4871.568496116667
vehicle_breakdown,13.01853031,77.557799,High,0,2.0504059
vehicle_breakdown,12.9459064,77.5955084,Low,0,19.155355633333333
vehicle_breakdown,12.9240089,77.6184611,High,0,22.957331716666665
others,13.0390679,77.589309,High,0,21.594104683333335
vehicle_breakdown,13.0102318,77.6974368,Low,0,123.76114394999999
vehicle_breakdown,13.003447,77.7570511,Low,0,12.062376916666667
vehicle_breakdown,13.0143227,77.7004163,Low,0,110.94811854999999
vehicle_breakdown,12.9996339,77.5843205,High,0,19.97699008333333
vehicle_breakdown,13.0217837,77.5326429,Low,0,33.289917816666666
vehicle_breakdown,13.016874,77.5609665,High,0,86.64108061666667
vehicle_breakdown,12.9943026,77.757433,Low,0,4.059924333333333
pot_holes,12.8415683,77.644615,Low,0,3975.1130913166667
vehicle_breakdown,12.9699546,77.4967523,Low,1,8.768508033333335
others,12.9604985,77.5041501,Low,0,101.6763598
pot_holes,12.9469274,77.5691881,Low,0,5814.187975433333
tree_fall,13.0289757,77.5586268,Low,0,8425.193067016668
vehicle_breakdown,12.9592717,77.6556783,High,0,122.7237518
vehicle_breakdown,12.9570521,77.5742822,Low,0,90.95861588333334
vehicle_breakdown,12.9921469,77.5853902,High,0,24.24073986666667
vehicle_breakdown,13.0397501,77.5435557,High,0,41.59923455
vehicle_breakdown,12.958377,77.5550049,High,0,18.0877439
others,12.9702655,77.6411052,High,0,65.08393731666666
construction,12.9363582,77.703834,Low,0,2963.87893805
vehicle_breakdown,12.9781425,77.5648766,High,0,15.24906015
vehicle_breakdown,12.9457522,77.5956883,Low,0,131.94412271666667
others,13.0278942,77.5418886,High,0,92.57581136666666
accident,13.1061381,77.600163,High,0,111.00052843333333
vehicle_breakdown,13.0427386,77.5506686,High,0,75.40505538333333
vehicle_breakdown,13.0102333,77.6975197,Low,0,68.49113005
others,13.0069151,77.5838779,High,0,2439.674774333333
vehicle_breakdown,12.9591144,77.6574092,High,0,74.84090605
others,12.9458182,77.5953985,Low,0,235.79430155
vehicle_breakdown,12.9153846,77.6384335,High,0,145.02591746666667
vehicle_breakdown,12.9592974,77.6546997,High,1,14.23674055
vehicle_breakdown,12.9974507,77.6698174,High,0,37.87514003333333
vehicle_breakdown,13.0092094,77.5838479,High,0,136.31685245
others,13.0418068,77.5477057,High,0,30.405308533333333
water_logging,12.8999213,77.6010062,High,0,2414.280303016667
vehicle_breakdown,12.9679885,77.5882273,High,0,40.551200216666665
vehicle_breakdown,12.9151685,77.5998241,High,0,37.75064423333333
vehicle_breakdown,12.9902665,77.5853871,High,0,79.2974488
vehicle_breakdown,12.9666084,77.5739023,High,0,35.1868439
vehicle_breakdown,12.9698153,77.5873976,High,0,70.84477651666666
vehicle_breakdown,12.91263873,77.48523704,High,0,38.20066928333333
others,13.1505659,77.6197236,High,0,241.04827926666667
vehicle_breakdown,12.9568266,77.702037,High,0,46.857148433333336
vehicle_breakdown,12.9575781,77.5861908,Low,0,64.38512095
tree_fall,13.0264,77.544019,High,0,625.2399286
vehicle_breakdown,13.02041435,77.58404933,High,0,15.27002655
vehicle_breakdown,12.9735078,77.6144939,High,0,58.26014678333333
vehicle_breakdown,12.9734934,77.6143989,High,0,34.93423536666667
vehicle_breakdown,13.0180242,77.5586509,High,0,59.305708083333336
vehicle_breakdown,12.9338744,77.6899073,High,0,110.08692461666666
vehicle_breakdown,12.9726633,77.5947383,High,0,115.65848086666666
vehicle_breakdown,12.91698635,77.67344311,Low,0,11.757047016666666
vehicle_breakdown,12.9645696,77.57401,High,0,41.90043643333333
others,12.9714236,77.5979847,Low,0,48.774039916666666
vehicle_breakdown,12.9341239,77.6299902,Low,0,61.62912321666667
vehicle_breakdown,13.014139,77.5837383,High,0,165.32164101666666
vehicle_breakdown,13.0287725,77.540212,High,0,36.63884388333334
water_logging,12.9952874,77.6664068,High,0,4332.938050933333
water_logging,12.9962646,77.5846917,High,0,166.96345176666668
water_logging,12.9937741,77.5957802,Low,0,200.69236025
tree_fall,13.0427175,77.6122126,High,1,91.21919121666666
tree_fall,13.0283454,77.5792081,Low,1,925.7372646833334
water_logging,13.1090517,77.580184,Low,0,1006.1655060333334
tree_fall,13.04319605,77.60986939,High,1,1460.2014964666666
water_logging,13.04625027,77.591725,High,0,47.057578199999995
water_logging,13.0272956,77.5421344,High,0,290.6539000166667
others,13.115836,77.5783772,Low,0,995.1403278833333
water_logging,12.9805205,77.5708724,Low,0,8085.1825991999995
water_logging,12.9634233,77.5675933,High,0,41.50739275
tree_fall,13.0289627,77.5786285,Low,1,910.6879625166667
water_logging,12.9590844,77.7465505,High,0,4336.9783851
water_logging,13.1071128,77.60332,High,0,2770.8328553166666
tree_fall,13.0218972,77.5518195,High,0,266.31099951666664
water_logging,12.97135887,77.56655109,Low,0,30.881768916666665
tree_fall,12.9902133,77.766255,Low,0,18.83196996666667
water_logging,13.0423168,77.5143636,High,0,22.479101616666664
vehicle_breakdown,13.0423867,77.5143903,High,0,27.599997716666667
tree_fall,13.0117307,77.5519405,High,0,33.88522995
vehicle_breakdown,13.0389135,77.5201138,High,0,14.710999483333334
vehicle_breakdown,12.9507593,77.5373271,High,0,40.58120198333334
tree_fall,13.0231428,77.5221329,Low,1,32.49691728333333
vehicle_breakdown,13.1352303,77.6170911,High,0,20.8340875
others,12.9530439,77.5401102,High,0,72.12592303333332
vehicle_breakdown,13.1410304,77.6175473,High,0,96.70297571666667
construction,13.0013754,77.7576431,Low,0,46.820458583333334
others,13.0011314,77.5331004,Low,0,63.648181349999994
tree_fall,13.0198398,77.5322518,Low,1,4537.371423233333
vehicle_breakdown,12.9664808,77.5871217,High,0,48.24166831666666
tree_fall,13.0505275,77.5429039,Low,0,1.08053705
vehicle_breakdown,12.9734924,77.5800572,Low,0,25.400898083333335
tree_fall,13.0196287,77.5323874,Low,1,90.36818116666667
others,12.993329,77.5848089,High,0,72.40414826666667
vehicle_breakdown,12.9600517,77.5158133,Low,0,86.31497898333333
vehicle_breakdown,12.8970624,77.5999432,High,0,122.30917251666666
tree_fall,13.0325272,77.5744129,Low,0,1470.0430083666665
tree_fall,13.0324833,77.5743917,Low,0,1440.6003920833332
tree_fall,13.0272314,77.5779974,Low,0,2916.2087200166666
vehicle_breakdown,13.01293275,77.69960033,Low,0,21.402474516666665
vehicle_breakdown,12.9995738,77.5839076,High,0,95.43600070000001
tree_fall,13.0281595,77.5809735,Low,0,1411.9529853499998
vehicle_breakdown,13.1159263,77.6074683,High,0,1.8602064833333332
pot_holes,12.9312414,77.6867236,High,0,1197.5816577
vehicle_breakdown,12.9570122,77.6986845,High,0,14.215710583333333
vehicle_breakdown,12.9383414,77.7455907,Low,0,30.141555516666664
vehicle_breakdown,12.965224,77.5124798,Low,0,39.16560811666667
vehicle_breakdown,12.9861104,77.5892071,High,0,35.277599050000006
pot_holes,12.9380425,77.5572228,Low,1,226.26411701666666
vehicle_breakdown,13.0260439,77.5442079,High,0,112.07015633333334
accident,13.161945,77.6274033,High,0,61.258163683333336
vehicle_breakdown,12.9951275,77.7578422,Low,0,21.601343216666667
vehicle_breakdown,13.0418026,77.5474441,High,0,123.6661835
vehicle_breakdown,12.9543734,77.5441065,High,0,2.5509378833333334
vehicle_breakdown,13.0287453,77.5401306,High,0,25.809777583333336
vehicle_breakdown,12.9170075,77.5854234,Low,0,40.9466631
pot_holes,13.01853031,77.557799,High,0,1924.8340301833334
vehicle_breakdown,13.02274,77.7144067,Low,0,24.558310283333334
vehicle_breakdown,12.9644827,77.5855641,High,0,76.01981826666666
vehicle_breakdown,13.0642359,77.4548054,Low,0,27.298359316666666
vehicle_breakdown,13.0953378,77.579604,Low,0,19.6133014
vehicle_breakdown,13.0161342,77.5623277,High,1,22.866417416666664
vehicle_breakdown,12.9681141,77.5873478,High,0,4.514547266666667
vehicle_breakdown,12.9837761,77.5884101,High,0,65.88227233333333
vehicle_breakdown,12.9890452,77.5075876,High,0,65.73336365
water_logging,12.8817524,77.5959638,High,0,48.68090058333333
vehicle_breakdown,13.0816844,77.5482041,Low,0,61.2069801
water_logging,12.9252638,77.617668,High,0,142.49620595
water_logging,12.9072662,77.6285519,High,0,142.60774456666667
tree_fall,12.941638,77.5982188,Low,1,16.979280016666667
water_logging,12.9423002,77.6026128,Low,0,40.03074528333333
tree_fall,12.9244997,77.5513424,High,0,72.61775473333334
tree_fall,12.9309026,77.580145,Low,1,96.0607281
tree_fall,12.9163366,77.5858368,Low,0,1393.53298145
vehicle_breakdown,12.941473,77.5974971,Low,1,32.297003716666666
water_logging,12.9242106,77.6148702,High,0,49.00152443333333
water_logging,12.9066867,77.5760217,High,0,1373.5644947333335
tree_fall,12.9354269,77.6087904,High,1,5581.945785433333
water_logging,12.9054074,77.6036665,High,0,8107.59154595
water_logging,12.9000457,77.6008736,High,0,9920.083762916667
water_logging,12.9413183,77.5975167,Low,0,16.5208074
tree_fall,12.9846079,77.6223905,Low,1,548.7531228
tree_fall,12.9102602,77.5903258,Low,0,1320.4380149333333
tree_fall,12.9436591,77.5759531,Low,1,536.49335105
vehicle_breakdown,13.0106945,77.5837221,High,0,48.2565839
water_logging,12.9681974,77.6201863,Low,0,4496.882610116666
vehicle_breakdown,12.8386875,77.6778382,Low,0,45.58134771666666
tree_fall,12.930675,77.5823783,Low,1,300.69633755
tree_fall,12.9999679,77.5514594,High,0,155.89571066666667
vehicle_breakdown,12.9480688,77.5349619,High,0,26.13505413333333
tree_fall,12.9421468,77.5711553,Low,0,952.3543390833333
vehicle_breakdown,12.9723001,77.6196211,High,0,35.63385138333333
vehicle_breakdown,13.0299924,77.5369243,High,0,14.8788692
others,12.9763484,77.5833231,Low,0,2533.2403664333333
vehicle_breakdown,13.004029,77.5712718,Low,0,10.893157416666666
vehicle_breakdown,12.9571937,77.573942,Low,0,48.53696371666667
vehicle_breakdown,12.9666429,77.6085336,High,0,58.50245235
water_logging,13.0465802,77.5226848,Low,0,4277.100367116666
others,12.9902449,77.5043682,High,0,14.85765895
water_logging,13.082551,77.5502985,Low,0,2869.6824818166665
water_logging,12.9682876,77.5748387,Low,0,5498.457785316667
water_logging,13.0100214,77.5905302,Low,0,7237.5212427999995
water_logging,13.0440977,77.5543926,High,0,106.64748336666666
water_logging,12.9676097,77.5745054,High,1,34.89283663333333
water_logging,12.9947561,77.5958288,Low,0,948.7411337666667
water_logging,12.9863199,77.5796547,Low,0,63.20659305
water_logging,12.9572507,77.5521754,High,1,214.58835468333334
water_logging,12.99703217,77.58456258,High,0,160.49394478333335
water_logging,12.9641569,77.5698552,High,0,2454.942666616667
water_logging,12.9641078,77.581529,High,1,1.20292415
water_logging,12.96399,77.5816104,High,1,102.53868266666667
water_logging,12.9763106,77.5991358,High,0,65.57669031666667
water_logging,12.9190273,77.6217794,High,0,2.4512035666666665
water_logging,12.9907523,77.571665,Low,0,1437.0530988
water_logging,13.0239189,77.643188,High,0,46.07936715
water_logging,12.976738,77.5992508,High,0,0.6965376666666666
water_logging,12.9639906,77.5821037,High,1,32.478422933333334
tree_fall,13.0141196,77.5730206,Low,1,44.1921915
